Source,Target,Action,Mediator,Immune_Process
ILC3,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Inflammation', ' Type 3', 'Anti-EC bacteria', 'Antibacterial']"
ILC3,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Inflammation', ' Type 3', 'Anti-EC bacteria', 'Type 3']"
ILC3,T_NKT,Positive,CCL20,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
ILC3,T_reg,Positive,IFNg,"['Immunosuppression', 'Inflammation']"
ILC3,Th17,Positive,CCL20,"[' Antifungal', ' Type 3', 'Anti-EC bacteria']"
ILC3,Th2,Negative,IFNg,"['Inflammation', 'nan']"
Keratinocyte,B,Positive,CCL27,['nan']
Keratinocyte,B,Positive,CXCL10,"['Inflammation', 'nan']"
Keratinocyte,B,Positive,CXCL11,"['Inflammation', 'nan']"
Keratinocyte,B,Positive,CXCL9,"['Inflammation', 'nan']"
Keratinocyte,B,Positive,IL6,"[' Antibody production', 'Antibody production', 'Class switching', 'Inflammation']"
Keratinocyte,Basophil,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2', 'nan']"
Keratinocyte,Basophil,Positive,CXCL8,"['Inflammation', 'nan']"
Keratinocyte,Basophil,Positive,GMCSF,['Inflammation']
Keratinocyte,DC,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2']"
Keratinocyte,DC,Positive,TNFa,"['Antigen presentation', 'Inflammation']"
Keratinocyte,Endothelial,Positive,CXCL10,"['Inflammation', 'nan']"
Keratinocyte,Endothelial,Positive,CXCL11,"['Inflammation', 'nan']"
Keratinocyte,Endothelial,Positive,CXCL8,"['Inflammation', 'nan']"
Keratinocyte,Endothelial,Positive,CXCL9,"['Inflammation', 'nan']"
Keratinocyte,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', 'Inflammation']"
Keratinocyte,Eosinophil,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation']"
Keratinocyte,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'Inflammation']"
Keratinocyte,Fibroblast,Positive,IL6,"['Inflammation', 'nan']"
Keratinocyte,Fibroblast,Positive,TNFa,"['Inflammation', 'nan']"
Keratinocyte,Hepatocyte,Positive,IL6,"['Fever', 'Inflammation']"
Keratinocyte,Hepatocyte,Positive,TNFa,"[' Acute phase response', 'Fever', 'Inflammation']"
Keratinocyte,IEL,Positive,IL1,"['Cytotoxicity', 'Inflammation']"
Keratinocyte,ILC3,Positive,IL1,"['Inflammation', 'nan']"
Keratinocyte,Macrophage,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation', 'nan']"
Keratinocyte,Macrophage,Positive,CXCL11,['Inflammation']
Keratinocyte,Macrophage,Positive,CXCL8,"['Antibacterial', 'Inflammation']"
Keratinocyte,Macrophage,Positive,CXCL9,['Inflammation']
Keratinocyte,Macrophage,Positive,IL1,"[' Inflammation', 'Antibacterial', 'Inflammation']"
Keratinocyte,Macrophage,Positive,IL6,"['Antibacterial', 'Inflammation']"
Keratinocyte,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiviral', ' Inflammation', 'Inflammation', 'Type 1']"
Keratinocyte,Mast,Positive,GMCSF,['Inflammation']
Keratinocyte,Monocyte,Positive,CCL2,"[' Anti-IC bacteria', ' Antibacterial', ' Inflammation', ' Type 1', ' Type 2', 'Inflammation', 'Type 2']"
Keratinocyte,Monocyte,Positive,CXCL10,['Inflammation']
Keratinocyte,Monocyte,Positive,CXCL11,['Inflammation']
Keratinocyte,Monocyte,Positive,CXCL8,['Inflammation']
Keratinocyte,Monocyte,Positive,CXCL9,['Inflammation']
Keratinocyte,Monocyte,Positive,GMCSF,['Inflammation']
Keratinocyte,Monocyte,Positive,IL1,['Inflammation']
Keratinocyte,Monocyte,Positive,IL6,['Inflammation']
Keratinocyte,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Inflammation', 'Inflammation', 'Type 1']"
Keratinocyte,NK,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2']"
Keratinocyte,NK,Positive,CXCL10,"['Inflammation', 'nan']"
Keratinocyte,NK,Positive,CXCL11,"['Inflammation', 'nan']"
Keratinocyte,NK,Positive,CXCL9,"[' Antiviral', 'Anti-IC bacteria', 'Inflammation']"
Keratinocyte,Neutrophil,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation']"
Keratinocyte,Neutrophil,Positive,CXCL8,"[' Angiogenesis', ' Antibacterial', ' Antifungal', ' Complement', ' Inflammation', 'Anti-EC bacteria', 'Inflammation']"
Keratinocyte,Neutrophil,Positive,IL1,"['Antibacterial', 'Inflammation']"
Keratinocyte,T_CD4,Negative,IL35,"['Immunosuppression', 'Inflammation']"
Keratinocyte,T_Cytotoxic,Positive,CXCL9,"[' Antiviral', 'Anti-IC bacteria', 'Inflammation']"
Keratinocyte,T_reg,Negative,IL1,"['Inflammation', 'nan']"
Keratinocyte,T_reg,Negative,IL6,"['Inflammation', 'nan']"
Keratinocyte,Th1,Positive,CXCL10,"['Inflammation', 'nan']"
Keratinocyte,Th1,Positive,CXCL11,"['Inflammation', 'nan']"
Keratinocyte,Th1,Positive,CXCL9,"[' Antiviral', 'Anti-IC bacteria', 'Inflammation']"
Keratinocyte,Th17,Positive,IL1,"['Inflammation', 'nan']"
Keratinocyte,Th17,Positive,IL6,"['Inflammation', 'nan']"
Keratinocyte,Th2,Positive,CCL2,"[' Type 2', 'Inflammation', 'nan']"
Keratinocyte,pDC,Positive,CXCL10,"['Inflammation', 'nan']"
Keratinocyte,pDC,Positive,CXCL11,"['Inflammation', 'nan']"
Keratinocyte,pDC,Positive,CXCL9,"['Inflammation', 'nan']"
Keratinocyte,pDC,Positive,IL6,"[' Antigen presentation', ' Antiviral', 'Antibacterial', 'Inflammation']"
LTi,Endothelial,Positive,IL17A,"[' Antifungal', 'Anti-EC bacteria', 'Inflammation']"
LTi,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', 'Anti-EC bacteria', 'Type 3']"
LTi,Epithelial,Positive,IL22,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Barrier integrity', ' Tolerance', ' Type 3', 'Anti-EC bacteria', 'Antibacterial']"
LTi,Fibroblast,Positive,IL17A,"[' Antifungal', ' Inflammation', 'Anti-EC bacteria']"
LTi,Hepatocyte,Positive,IL22,"[' Antifungal', 'Anti-EC bacteria', 'Inflammation']"
LTi,Keratinocyte,Positive,IL17A,"[' Antifungal', 'Anti-EC bacteria']"
LTi,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', 'Anti-EC bacteria', 'Antibacterial']"
LTi,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Inflammation', 'Anti-EC bacteria', 'Type 3']"
Macrophage,B,Positive,APRIL,"[' Class switching', 'Class switching', 'T independent B activation/IgA production']"
Macrophage,B,Positive,BAFF,"[' Class switching', 'Class switching', 'T independent B activation/IgA production']"
Macrophage,B,Positive,CCL4,"['Antiviral', 'nan']"
Macrophage,B,Positive,IL10,"[' Immunosuppression', 'Class switching', 'Tolerance']"
Macrophage,B,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'Antibody production', 'Class switching']"
Macrophage,Basophil,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2', 'nan']"
Macrophage,Basophil,Positive,CCL4,"['Antiviral', 'nan']"
Macrophage,Basophil,Positive,CXCL8,"[' Angiogenesis', ' Inflammation', 'Antibacterial', 'nan']"
Macrophage,Basophil,Positive,GMCSF,"['Hematopoiesis', 'Inflammation']"
Macrophage,Basophil,Positive,Leukotrienes,"['Inflammation', 'nan']"
Macrophage,Basophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Inflammation', 'Type 2']"
Macrophage,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation', 'Tolerance']"
Macrophage,DC,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2']"
Macrophage,DC,Positive,CCL4,['Antiviral']
Macrophage,DC,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Fever', ' Type 1', 'Antigen presentation', 'Inflammation']"
Macrophage,Endothelial,Positive,CXCL8,"[' Angiogenesis', ' Inflammation', 'Antibacterial', 'nan']"
Macrophage,Endothelial,Positive,IL17A,"['Inflammation', 'nan']"
Macrophage,Endothelial,Positive,IL1b,"[' Fever', ' Inflammation', 'Acute phase response', 'Inflammation']"
Macrophage,Endothelial,Positive,Leukotrienes,"[' Vascular permeability increase', 'Inflammation']"
Macrophage,Endothelial,Positive,Prostaglandins,"[' Vascular permeability increase', 'Inflammation']"
Macrophage,Endothelial,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Chemotaxis', ' Fever', ' Inflammation;Vascular permeability increase', ' Type 1', 'Inflammation']"
Macrophage,Endothelial,Positive,TWEAK,['Angiogenesis']
Macrophage,Eosinophil,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation']"
Macrophage,Eosinophil,Positive,CCL4,"['Antibacterial', 'Antiviral']"
Macrophage,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'Hematopoiesis']"
Macrophage,Eosinophil,Positive,Leukotrienes,"['Inflammation', 'nan']"
Macrophage,Eosinophil,Positive,Platelet-Activating Factor,"['Inflammation', 'nan']"
Macrophage,Eosinophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Inflammation', 'Type 2']"
Macrophage,Epithelial,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Antimicrobial', ' Barrier immunity', ' Inflammation', 'Type 3', 'nan']"
Macrophage,Fibroblast,Positive,IL17A,"[' Antifungal', ' Inflammation', 'Anti-EC bacteria', 'nan']"
Macrophage,Fibroblast,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'nan']"
Macrophage,Fibroblast,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Fever', ' Type 1', 'Inflammation', 'nan']"
Macrophage,Hepatocyte,Positive,IL1b,"[' Fever', ' Inflammation', 'Acute phase response', 'Fever']"
Macrophage,Hepatocyte,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'Fever']"
Macrophage,Hepatocyte,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Fever', ' Type 1', 'Fever', 'Inflammation']"
Macrophage,IEL,Positive,IL1,"[' Inflammation', 'Antibacterial', 'Cytotoxicity']"
Macrophage,ILC1,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Cytotoxicity', ' Type 1', 'Antiviral']"
Macrophage,ILC1,Positive,IL18,"[' Anti-IC bacteria', ' Antiviral', ' Type 1', 'Antibacterial', 'Antiviral']"
Macrophage,ILC3,Positive,IL1,"[' Inflammation', 'Antibacterial', 'nan']"
Macrophage,ILC3,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Cytotoxicity', ' Type 1', 'Antiviral', 'Inflammation']"
Macrophage,ILC3,Positive,IL1b,"[' Anti-EC bacteria', ' Antifungal', ' Fever', ' Inflammation', 'Acute phase response', 'Type 3']"
Macrophage,ILC3,Positive,IL23,"[' Anti-EC bacteria', ' Antibacterial', ' Antifungal', 'Type 3', 'nan']"
Macrophage,Keratinocyte,Positive,IL17A,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
Macrophage,LTi,Positive,IL23,"[' Antifungal', 'Anti-EC bacteria', 'nan']"
Macrophage,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation', 'Tolerance']"
Macrophage,Macrophage,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation', 'nan']"
Macrophage,Macrophage,Positive,CCL4,"['Antiviral', 'nan']"
Macrophage,Macrophage,Positive,CXCL8,"[' Angiogenesis', ' Inflammation', 'Antibacterial', 'Inflammation']"
Macrophage,Macrophage,Positive,IL1,"[' Inflammation', 'Antibacterial']"
Macrophage,Macrophage,Positive,IL1a,"['Fever', 'nan']"
Macrophage,Macrophage,Positive,IL1b,"[' Fever', ' Inflammation', 'Acute phase response', 'nan']"
Macrophage,Macrophage,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'Antibacterial']"
Macrophage,Macrophage,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Fever', ' Inflammation', ' Type 1', 'Inflammation', 'Type 1']"
Macrophage,Mast,Positive,GMCSF,"['Hematopoiesis', 'Inflammation']"
Macrophage,Mast,Positive,IL10,"[' Immunosuppression', 'Tolerance', 'nan']"
Macrophage,Monocyte,Positive,CCL2,"[' Anti-IC bacteria', ' Antibacterial', ' Inflammation', ' Type 1', ' Type 2', 'Inflammation', 'Type 2']"
Macrophage,Monocyte,Positive,CCL4,"[' Antibacterial', 'Antiviral']"
Macrophage,Monocyte,Positive,CXCL8,"[' Angiogenesis', ' Inflammation', 'Antibacterial', 'Inflammation']"
Macrophage,Monocyte,Positive,GMCSF,"['Hematopoiesis', 'Inflammation']"
Macrophage,Monocyte,Positive,IL1,"[' Inflammation', 'Antibacterial', 'Inflammation']"
Macrophage,Monocyte,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'Inflammation']"
Macrophage,Monocyte,Positive,TNFa,"[' Acute phase response', ' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Antiviral', ' Fever', ' Inflammation', ' Type 1', 'Inflammation', 'Type 1']"
Macrophage,NK,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2']"
Macrophage,NK,Positive,CCL4,['Antiviral']
Macrophage,NK,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Cytotoxicity', ' Type 1', 'Antiviral', 'Cytotoxicity']"
Macrophage,NK,Positive,IL18,"[' Anti-IC bacteria', ' Antiviral', ' Type 1', 'Antibacterial', 'Type 1']"
Macrophage,Neutrophil,Positive,CCL2,"[' Type 2', 'Antibacterial', 'Inflammation']"
Macrophage,Neutrophil,Positive,CXCL8,"[' Angiogenesis', ' Antibacterial', ' Antifungal', ' Complement', ' Inflammation', 'Anti-EC bacteria', 'Antibacterial', 'Inflammation']"
Macrophage,Neutrophil,Positive,IL1,"[' Inflammation', 'Antibacterial']"
Macrophage,Neutrophil,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', 'Antibacterial', 'nan']"
Macrophage,Neutrophil,Positive,IL18,"[' Anti-IC bacteria', ' Antiviral', ' Type 1', 'Antibacterial']"
Macrophage,Neutrophil,Positive,Platelet-Activating Factor,"['Inflammation', 'nan']"
Macrophage,Platelet,Positive,Platelet-Activating Factor,"['Inflammation', 'nan']"
Macrophage,Smooth muscle,Positive,Leukotrienes,['Inflammation']
Macrophage,Smooth muscle,Positive,Ornithine,['Antiparasitic']
Macrophage,Smooth muscle,Positive,Prostaglandins,['Inflammation']
Macrophage,Somatic,Positive,IL17A,"[' Anti-EC bacteria', ' Antifungal', ' Inflammation', 'Type 3', 'nan']"
Macrophage,T_CD4,Negative,IL10,"[' Immunosuppression', 'Immunosuppression', 'Tolerance']"
Macrophage,T_CD4,Negative,IL27,"['Immunosuppression', 'nan']"
Macrophage,T_CD4_memory,Positive,IL23,['nan']
Macrophage,T_CD8,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Cytotoxicity', ' Type 1', 'Antiviral', 'Licensing']"
Macrophage,T_CD8,Positive,IL18,"[' Anti-IC bacteria', ' Antibacterial', ' Antiviral', ' Type 1', 'Antibacterial', 'Licensing']"
Macrophage,T_reg,Negative,IL1,"[' Inflammation', 'Antibacterial', 'nan']"
Macrophage,T_reg,Negative,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'nan']"
Macrophage,T_reg,Positive,IL10,"[' Immunosuppression', 'Tolerance']"
Macrophage,Th1,Positive,CCL4,"['Antiviral', 'nan']"
Macrophage,Th1,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antimicrobial', ' Cytotoxicity', ' Inflammation', ' Type 1', 'Antiviral', 'Type 1']"
Macrophage,Th1,Positive,IL18,"[' Anti-IC bacteria', ' Antiviral', ' Type 1', 'Antibacterial', 'nan']"
Macrophage,Th1,Positive,IL23,"[' Inflammation', 'Antimicrobial', 'nan']"
Macrophage,Th17,Positive,IL1,"[' Inflammation', 'Antibacterial', 'nan']"
Macrophage,Th17,Positive,IL23,"['Type 3', 'nan']"
Macrophage,Th17,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Fever', 'Acute phase response', 'nan']"
Macrophage,Th2,Positive,CCL2,"[' Type 2', 'Inflammation', 'nan']"
Macrophage,Th2,Positive,Leukotrienes,"['Inflammation', 'nan']"
Macrophage,Th2,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Inflammation', 'Inflammation', 'Type 2']"
Macrophage,pDC,Positive,IL12,"[' Anti-IC bacteria', ' Antibacterial', ' Antigen presentation', ' Antiviral', ' Cytotoxicity', ' Type 1', 'Antibacterial', 'Antiviral']"
Macrophage,pDC,Positive,IL18,"[' Anti-IC bacteria', ' Antigen presentation', ' Antiviral', ' Type 1', 'Antibacterial']"
Macrophage,pDC,Positive,IL6,"[' Antibacterial', ' Antibody production', ' Antigen presentation', ' Antiviral', ' Fever', 'Acute phase response', 'Antibacterial']"
Mast,B,Positive,CD40L,"[' Class switching', 'Antibody production', 'nan']"
Mast,B,Positive,IL10,"['Class switching', 'Immunosuppression']"
Mast,B,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Class switching', ' Inflammation', ' Type 2', 'Antiparasitic', 'nan']"
Mast,B,Positive,IL5,"['Class switching', 'Type 2']"
Mast,BM Stromal,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Mast,Basophil,Positive,CCL3,"[' Type 1', 'Antiviral']"
Mast,Basophil,Positive,GMCSF,"['Inflammation', 'nan']"
Mast,Basophil,Positive,IL13,"[' Antiparasitic', 'Type 2']"
Mast,Basophil,Positive,IL3,"['Inflammation', 'nan']"
Mast,Basophil,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Class switching', ' Inflammation', ' Type 2', 'Antiparasitic']"
Mast,Basophil,Positive,IL5,"[' Antiparasitic', ' Inflammation', 'Type 2']"
Mast,Basophil,Positive,Leukotrienes,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Vascular permeability increase', 'Inflammation', 'nan']"
Mast,Basophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Inflammation', ' Type 2', ' Vascular permeability increase', 'Inflammation', 'Type 2']"
Mast,DC,Negative,IL10,"[' Immunosuppression', 'Chronic antigen stimulation', 'Immunosuppression']"
Mast,DC,Positive,CCL3,"[' Type 1', 'Antiviral']"
Mast,DC,Positive,Histamine,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Type 2', ' Vascular permeability increase', 'Inflammation', 'nan']"
Mast,DC,Positive,IL13,"[' Type 2', 'Antiparasitic', 'Type 2']"
Mast,DC,Positive,TNFa,"[' Antiparasitic', ' Type 2', 'Antigen presentation', 'Inflammation']"
Mast,Endothelial,Positive,Histamine,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Type 2', ' Vascular permeability increase', 'Inflammation']"
Mast,Endothelial,Positive,Leukotrienes,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Vascular permeability increase', 'Inflammation']"
Mast,Endothelial,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Type 2', ' Vascular permeability increase', 'Inflammation']"
Mast,Endothelial,Positive,TNFa,"[' Anti-IC bacteria', ' Antiparasitic', ' Chemotaxis', ' Inflammation;Vascular permeability increase', ' Type 1', ' Type 2', 'Inflammation']"
Mast,Eosinophil,Positive,CCL3,"[' Type 1', 'Antibacterial', 'Antiviral']"
Mast,Eosinophil,Positive,GMCSF,"[' Inflammation', 'Allergic Inflammation', 'nan']"
Mast,Eosinophil,Positive,IL13,"[' Antiparasitic', 'Type 2']"
Mast,Eosinophil,Positive,IL16,['nan']
Mast,Eosinophil,Positive,IL3,"[' Inflammation', 'Allergic Inflammation', 'nan']"
Mast,Eosinophil,Positive,IL5,"[' Antiparasitic', ' Inflammation', ' Type 2', 'Allergic Inflammation', 'Antiparasitic', 'Type 2']"
Mast,Eosinophil,Positive,Leukotrienes,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Vascular permeability increase', 'Inflammation', 'nan']"
Mast,Eosinophil,Positive,Platelet-Activating Factor,"[' Allergic Inflammation', 'Inflammation', 'nan']"
Mast,Eosinophil,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Inflammation', ' Type 2', ' Vascular permeability increase', 'Inflammation', 'Type 2']"
Mast,Epithelial,Positive,IL13,"[' Antiparasitic', ' Barrier integrity', ' Type 2', 'Barrier immunity', 'Type 2']"
Mast,Fibroblast,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Mast,Fibroblast,Positive,TNFa,"[' Antiparasitic', ' Type 2', 'Inflammation', 'nan']"
Mast,Hematopoietic,Positive,IL3,['nan']
Mast,Hepatocyte,Positive,TNFa,"[' Acute phase response', ' Antiparasitic', ' Type 2', 'Fever', 'Inflammation']"
Mast,ILC2,Positive,IL25,"[' Antiparasitic', 'Type 2']"
Mast,ILC2,Positive,IL33,"[' Antiparasitic', ' Barrier immunity', ' Type 2', 'Antiparasitic', 'Type 2']"
Mast,Macrophage,Negative,IL10,"[' Anti-inflammatory', ' Immunosuppression', 'Chronic antigen stimulation', 'Immunosuppression']"
Mast,Macrophage,Negative,IL13,"['Inflammation', 'Type 2']"
Mast,Macrophage,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Mast,Macrophage,Positive,IL13,"[' Antiparasitic', ' Tissue remodeling', 'Type 2']"
Mast,Macrophage,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Antiparasitic', ' Class switching', ' Inflammation', ' Tissue remodeling', ' Type 2', 'Antiparasitic', 'Type 2']"
Mast,Macrophage,Positive,TNFa,"[' Anti-IC bacteria', ' Antiparasitic', ' Antiviral', ' Inflammation', ' Type 2', 'Inflammation', 'Type 1']"
Mast,Mast,Positive,GMCSF,"['Inflammation', 'nan']"
Mast,Mast,Positive,IL10,"['Immunosuppression', 'nan']"
Mast,Mast,Positive,IL25,"['Antiparasitic', 'Type 2']"
Mast,Mast,Positive,IL3,"[' Inflammation', ' Type 2', 'Antiparasitic', 'nan']"
Mast,Mast,Positive,IL33,"[' Type 2', 'Antiparasitic']"
Mast,Mast,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Class switching', ' Inflammation', ' Type 2', 'Antiparasitic']"
Mast,Mast,Positive,IL5,"['Inflammation', 'Type 2']"
Mast,Monocyte,Positive,CCL3,"[' Antibacterial', ' Type 1', 'Antiviral']"
Mast,Monocyte,Positive,GMCSF,"['Inflammation', 'nan']"
Mast,Monocyte,Positive,IL16,['nan']
Mast,Monocyte,Positive,TNFa,"[' Anti-IC bacteria', ' Antiparasitic', ' Inflammation', ' Type 2', 'Inflammation', 'Type 1']"
Mast,NK,Positive,CCL3,"[' Type 1', 'Antiviral']"
Mast,Neutrophil,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Mast,Neutrophil,Positive,Platelet-Activating Factor,"[' Allergic Inflammation', 'Inflammation', 'nan']"
Mast,Platelet,Positive,Platelet-Activating Factor,"[' Allergic Inflammation', 'Inflammation', 'nan']"
Mast,Smooth muscle,Positive,IL13,"[' Antiparasitic', 'Type 2']"
Mast,Smooth muscle,Positive,Leukotrienes,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Vascular permeability increase', 'Inflammation']"
Mast,Smooth muscle,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Type 2', ' Vascular permeability increase', 'Inflammation']"
Mast,Somatic,Positive,Histamine,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Type 2', ' Vascular permeability increase', 'Inflammation', 'Vascular permeability increase']"
Mast,T_CD4,Negative,IL10,['Immunosuppression']
Mast,T_reg,Positive,IL10,"['Immunosuppression', 'Tolerance']"
Mast,Th1,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Mast,Th1,Positive,Histamine,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Type 2', ' Vascular permeability increase', 'Inflammation', 'nan']"
Mast,Th2,Positive,IL13,"['Type 2', 'nan']"
Mast,Th2,Positive,IL25,"['Type 2', 'nan']"
Mast,Th2,Positive,IL33,"[' Type 2', 'Antiparasitic']"
Mast,Th2,Positive,IL4,"[' Allergic Inflammation', ' Antibody production', ' Class switching', ' Inflammation', ' Type 2', 'Antiparasitic', 'nan']"
Mast,Th2,Positive,Leukotrienes,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Vascular permeability increase', 'Inflammation', 'nan']"
Mast,Th2,Positive,Prostaglandins,"[' Allergic Inflammation', ' Antiparasitic', ' Barrier immunity', ' Inflammation', ' Type 2', ' Vascular permeability increase', 'Inflammation', 'Type 2']"
Microglia,DC,Positive,CX3CL1,"['Inflammation', 'nan']"
Microglia,Mast,Positive,CX3CL1,"['Inflammation', 'nan']"
Microglia,Microglia,Positive,CX3CL1,"['Inflammation', 'nan']"
Microglia,Monocyte,Positive,CX3CL1,['Inflammation']
Microglia,NK,Positive,CX3CL1,"['Inflammation', 'nan']"
Microglia,Neutrophil,Positive,CX3CL1,"['Inflammation', 'nan']"
Monocyte,B,Positive,CCL4,"['Antiviral', 'nan']"
Monocyte,B,Positive,IL6,"[' Antibody production', 'Antibody production', 'Class switching', 'nan']"
Monocyte,BM Stromal,Positive,CCL3,"[' Type 1', 'Antiviral', 'nan']"
Monocyte,Basophil,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2', 'nan']"
Monocyte,Basophil,Positive,CCL3,"[' Type 1', 'Antiviral']"
Monocyte,Basophil,Positive,CCL4,"['Antiviral', 'nan']"
Monocyte,Basophil,Positive,CXCL8,"[' Angiogenesis', 'Inflammation', 'nan']"
Monocyte,DC,Negative,IL37,['nan']
Monocyte,DC,Positive,CCL2,"[' Type 2', 'Inflammation', 'Type 2']"
Monocyte,DC,Positive,CCL3,"[' Type 1', 'Antiviral']"
Monocyte,DC,Positive,CCL4,['Antiviral']
Monocyte,DC,Positive,CX3CL1,"['Inflammation', 'nan']"
Monocyte,DC,Positive,CXCL1,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,DC,Positive,CXCL2,"[' Angiogenesis', ' Fibroplasia', 'Inflammation', 'nan']"
Monocyte,DC,Positive,TNFa,"['Antigen presentation', 'nan']"
Monocyte,Endothelial,Positive,CXCL8,"[' Angiogenesis', 'Inflammation', 'nan']"
